1.359024835062990322e+00,-5.118321372768629418e-01
-4.419001922632920243e-01,-8.977099558834120696e-01
7.240519701135769148e-01,-1.925605427201058983e+00
1.459814256946327271e+00,-6.368713859008181544e-01
2.669272585725395719e-01,-2.086382249637423192e-01
1.223287265403730562e+00,-1.723637380672236485e+00
-2.697535864649836523e-01,-3.213229265674039103e-01
9.485795717078910894e-01,-9.202350568955550703e-01
-1.442637887043706768e-01,-7.344690472312564999e-01
3.531855444717064280e-02,4.876181921719427437e-01
-9.208440700108750931e-01,9.577445694485969829e-01
7.543249162140446273e-01,4.204169269188598457e-01
7.537101624149425971e-01,-5.720477687988841931e-01
-1.028173393432107036e-01,-7.829208796969693296e-01
-2.241312478080650095e-01,4.437272188736627321e-01
-5.786849028910757697e-01,-3.319478163068100840e-01
-5.749299295155564371e-01,-7.071497744430690346e-01
-5.616048056368285746e-01,-1.059596366753143629e-02
-9.348089059359887543e-01,1.961262439556521464e-01
1.388690133542060723e+00,6.208386870780894240e-01
-1.605011383290477767e-01,-7.426436726436330682e-01
-6.251174778747304872e-01,1.416009111403592646e+00
4.250881745904919878e-02,-5.329487945608057942e-01
1.597313544676480235e-01,1.757199518214716649e+00
1.005321923715865734e-01,5.163891701447232974e-01
2.511405078589845630e-01,-2.947133659138913564e-01
-9.558993058728679770e-01,-2.922810914034442709e-01
-1.747734548381572328e-01,4.908041747000015387e-01
7.019438853138926238e-01,7.790158920493672756e-01
2.389394991250238243e-01,7.405622299851498669e-01
-6.311746013315114867e-01,1.048224704001180951e+00
4.291478771610499066e-01,-2.494023593266559147e-01
4.087236054444396971e-01,-6.322783142142202051e-02
9.467890733318505836e-01,1.271569977954731145e+00
1.828583577622257872e+00,-1.168392661104244556e+00
-1.208232294768945225e+00,-4.220664222783132025e-01
1.338966187706575328e-01,7.330555127894330392e-01
2.640791433342429828e-01,-1.691894922888550257e+00
-2.561886573304939518e-01,6.927332864533203294e-01
1.925110673953161211e-01,6.375442943391208539e-01
-1.860130696956549257e-01,-1.679662512779014349e-01
1.560884583344920029e-01,3.430738220336011501e-01
1.659094491029629304e-01,9.956977675905288871e-02
-5.611163262419841535e-01,3.158925274815664874e-01
1.019229878201104306e-01,9.449940363633980711e-01
1.003086665210572548e+00,1.549129731650708275e-01
-3.139859163002341469e-01,-5.344001996487706130e-01
3.543207975083119132e-01,6.470734363665293920e-02
-2.876886253271355165e-01,3.647574739574333674e-02
-5.187299225487910226e-01,5.840155001484974573e-01
-3.740945968779963993e-01,1.024496648793748577e+00
3.375853277269684205e-01,4.966234230015817985e-01
-9.160689739101737228e-01,1.417155109372715271e-01
6.195939800241900830e-01,-7.979231708141903967e-01
-2.227343822968523845e-01,2.728728750186221880e-02
-1.148832373592049372e+00,2.636812653085669478e-01
7.079487898605846263e-01,-7.191226298629506131e-01
2.932878078105255470e-01,-1.097935073666136852e+00
-3.237498580928389186e-02,-1.351852141159084253e+00
9.382453695282328976e-01,3.421107349200240844e-01
-2.059602295621688547e-02,-6.485467408622660468e-01
1.065700670324578159e+00,1.645795401726692697e+00
-1.554499156007850713e+00,1.034249030519126533e+00
1.361790322317772084e+00,2.828008750248288128e-01
-1.003379623755025429e+00,7.223265162844509923e-01
-1.513687847372583439e-01,-5.052762484739822257e-01
-1.029140472425575714e+00,4.606127159914638614e-01
6.633098134764787712e-01,-5.216832368387059882e-01
4.355454119888182984e-01,-9.574246974061394466e-01
6.708850722021204582e-01,3.896099713516582019e-02
-1.560954703144588618e-01,-8.512670440996730759e-02
7.269623151756203772e-01,6.278394225209368296e-01
4.429824723218105942e-01,1.152090980101873469e-01
6.510982694435621387e-02,5.173740464118340432e-01
1.945189040515110379e-01,5.710634781781107616e-01
-2.594623079602819682e-01,-2.037131428324047810e+00
8.691430189559478103e-01,1.829758449466965642e+00
3.692719870672873661e-01,-8.379588013649945377e-02
-1.141578630484901408e-01,-9.960787990266525838e-02
1.456575601022440380e-02,-9.387482193651013329e-01
-4.326322628841612894e-01,-8.341724920770542395e-01
2.081603129683478048e-01,-2.481877944137047820e-01
4.143235194593750670e-01,-1.461671502657476973e-01
8.252272244140127500e-01,1.786552795572353969e-01
1.832870893368009346e+00,-1.586609380064245567e+00
-5.412493335606876066e-01,7.542380466869318401e-01
2.115349052943426233e+00,-2.080227797207107876e-01
3.653610099134739497e-02,-1.893480801464721142e-01
1.113976943146518295e+00,-2.403790046792945168e-01
5.689872502774394603e-01,-2.675652142202020745e-01
-1.064699041930283752e+00,2.623328441226340790e-01
4.209946193603437692e-01,1.081990401193995366e+00
-9.240661205292161062e-02,-5.165221606067155191e-01
4.708397140296199934e-01,2.014151019793572472e-01
2.348212508726155445e-01,-6.117047665717542659e-02
9.708088987594986063e-01,3.091397858870606474e-01
1.593551805458923498e+00,9.295767268984941323e-01
5.514006198924789048e-01,-1.361612605242569884e+00
5.039364650341262575e-01,3.516333196551486018e-01
