X1,X2,Cluster
9.308268147049124641e-01,1.208678597658717990e+00,2.000000000000000000e+00
8.108957227048647631e-01,9.071544007399692244e-01,2.000000000000000000e+00
2.221547909674937316e+00,-5.757535840838259311e-01,2.000000000000000000e+00
8.736094159177417717e-01,3.025514786280278479e+00,2.000000000000000000e+00
8.583355574036460878e-01,2.919508648177587595e+00,2.000000000000000000e+00
7.252104550398100757e-01,6.428474261693599701e-01,2.000000000000000000e+00
2.502481526711316739e+00,1.583345808715536318e+00,2.000000000000000000e+00
2.495483839806541759e+00,1.062245488589841358e+00,2.000000000000000000e+00
1.681960742138462805e+00,1.177372029235344453e+00,2.000000000000000000e+00
8.671470228838872307e-01,1.240304684262992563e+00,2.000000000000000000e+00
5.360065081937267495e-01,1.751451987857096881e+00,2.000000000000000000e+00
1.289776574842870227e+00,5.316653653059828510e-01,2.000000000000000000e+00
1.022347378218365632e+00,1.500747560043988571e+00,2.000000000000000000e+00
-1.155615249954624613e-01,1.495363167892225675e+00,2.000000000000000000e+00
1.800670121377787591e+00,-7.841017041440665469e-01,2.000000000000000000e+00
6.433242493715496391e-01,2.027838330135135703e+00,2.000000000000000000e+00
1.454156285323121800e+00,1.460193589611946230e+00,2.000000000000000000e+00
9.169596952492548025e-01,5.924479149805588207e-01,2.000000000000000000e+00
9.490253536046698857e-01,1.033516074818937147e+00,2.000000000000000000e+00
5.959936986453040486e-02,1.358727474804369839e+00,2.000000000000000000e+00
3.839681695978686138e-01,8.009765541180970949e-01,2.000000000000000000e+00
5.424362913497988714e-01,1.367787165695206975e+00,2.000000000000000000e+00
9.845910370580911453e-01,-4.356132878703669054e-01,2.000000000000000000e+00
1.236809870375114029e+00,1.148336003676899475e+00,2.000000000000000000e+00
7.978714552589787345e-01,1.777355515796189778e+00,2.000000000000000000e+00
4.665390210018285355e-01,1.525948034633176853e+00,2.000000000000000000e+00
1.737216310491429994e+00,1.152507004398798829e+00,2.000000000000000000e+00
9.935704634240892785e-01,4.536380754716773378e-01,2.000000000000000000e+00
1.333032265675433425e+00,1.049250535274246054e+00,2.000000000000000000e+00
1.261760360959959915e+00,1.695880077678312281e-01,2.000000000000000000e+00
